date,datetime,cash_type,card,coffee_name,Time_of_Day,Weekday,Month_name,Weekdaysort,Monthsort,hour_of_day,money,order_id,total_products_in_order,total_value_of_order
2024-07-18,2024-07-18 11:11:23.434000 UTC,card,ANON-0000-0000-0381,Espresso,Morning,czw.,lip,4,7,11,18.12,2024-07-18 11:11:23.434+00_ANON-0000-0000-0381,1,18.12
2024-07-24,2024-07-24 09:54:37.456000 UTC,card,ANON-0000-0000-0402,Espresso,Morning,śr.,lip,3,7,9,18.12,2024-07-24 09:54:37.456+00_ANON-0000-0000-0402,1,18.12
2024-07-24,2024-07-24 14:45:49.766000 UTC,card,ANON-0000-0000-0012,Espresso,Afternoon,śr.,lip,3,7,14,18.12,2024-07-24 14:45:49.766+00_ANON-0000-0000-0012,1,18.12
2024-07-26,2024-07-26 09:20:34.344000 UTC,card,ANON-0000-0000-0059,Espresso,Morning,pt.,lip,5,7,9,18.12,2024-07-26 09:20:34.344+00_ANON-0000-0000-0059,1,18.12
2024-07-27,2024-07-27 12:26:13.159000 UTC,card,ANON-0000-0000-0040,Espresso,Afternoon,sob.,lip,6,7,12,18.12,2024-07-27 12:26:13.159+00_ANON-0000-0000-0040,1,18.12
2024-07-27,2024-07-27 14:28:41.904000 UTC,card,ANON-0000-0000-0225,Espresso,Afternoon,sob.,lip,6,7,14,18.12,2024-07-27 14:28:41.904+00_ANON-0000-0000-0225,1,18.12
2024-07-28,2024-07-28 11:07:25.920000 UTC,card,ANON-0000-0000-0012,Espresso,Morning,niedz.,lip,7,7,11,18.12,2024-07-28 11:07:25.920+00_ANON-0000-0000-0012,1,18.12
2024-07-30,2024-07-30 20:24:19.874000 UTC,card,ANON-0000-0000-0434,Espresso,Night,wt.,lip,2,7,20,18.12,2024-07-30 20:24:19.874+00_ANON-0000-0000-0434,1,18.12
2024-08-07,2024-08-07 13:11:16.155000 UTC,card,ANON-0000-0000-0469,Espresso,Afternoon,śr.,sie,3,8,13,18.12,2024-08-07 13:11:16.155+00_ANON-0000-0000-0469,1,18.12
2024-08-11,2024-08-11 16:28:38.296000 UTC,card,ANON-0000-0000-0485,Espresso,Afternoon,niedz.,sie,7,8,16,18.12,2024-08-11 16:28:38.296+00_ANON-0000-0000-0485,1,18.12
2024-08-14,2024-08-14 11:39:07.882000 UTC,card,ANON-0000-0000-0095,Espresso,Morning,śr.,sie,3,8,11,18.12,2024-08-14 11:39:07.882+00_ANON-0000-0000-0095,1,18.12
2024-08-31,2024-08-31 10:22:26.877000 UTC,card,ANON-0000-0000-0556,Espresso,Morning,sob.,sie,6,8,10,18.12,2024-08-31 10:22:26.877+00_ANON-0000-0000-0556,1,18.12
2024-09-06,2024-09-06 11:23:25.390000 UTC,card,ANON-0000-0000-0095,Espresso,Morning,pt.,wrz,5,9,11,18.12,2024-09-06 11:23:25.390+00_ANON-0000-0000-0095,1,18.12
2024-09-06,2024-09-06 11:24:29.254000 UTC,card,ANON-0000-0000-0467,Espresso,Morning,pt.,wrz,5,9,11,18.12,2024-09-06 11:24:29.254+00_ANON-0000-0000-0467,1,18.12
2024-09-07,2024-09-07 16:20:59.312000 UTC,card,ANON-0000-0000-0012,Espresso,Afternoon,sob.,wrz,6,9,16,18.12,2024-09-07 16:20:59.312+00_ANON-0000-0000-0012,1,18.12
2024-09-09,2024-09-09 12:06:59.657000 UTC,card,ANON-0000-0000-0603,Espresso,Afternoon,pon.,wrz,1,9,12,18.12,2024-09-09 12:06:59.657+00_ANON-0000-0000-0603,1,18.12
2024-09-15,2024-09-15 08:42:40.941000 UTC,card,ANON-0000-0000-0347,Espresso,Morning,niedz.,wrz,7,9,8,18.12,2024-09-15 08:42:40.941+00_ANON-0000-0000-0347,1,18.12
2024-09-26,2024-09-26 10:55:52.407000 UTC,card,ANON-0000-0000-0669,Espresso,Morning,czw.,wrz,4,9,10,18.12,2024-09-26 10:55:52.407+00_ANON-0000-0000-0669,1,18.12
2024-10-06,2024-10-06 16:35:45.625000 UTC,card,ANON-0000-0000-0720,Espresso,Afternoon,niedz.,paź,7,10,16,21.06,2024-10-06 16:35:45.625+00_ANON-0000-0000-0720,1,21.06
2024-10-09,2024-10-09 10:37:56.926000 UTC,card,ANON-0000-0000-0733,Espresso,Morning,śr.,paź,3,10,10,21.06,2024-10-09 10:37:56.926+00_ANON-0000-0000-0733,1,21.06
2024-10-09,2024-10-09 17:49:59.552000 UTC,card,ANON-0000-0000-0736,Espresso,Night,śr.,paź,3,10,17,21.06,2024-10-09 17:49:59.552+00_ANON-0000-0000-0736,1,21.06
2024-10-15,2024-10-15 08:34:17.867000 UTC,card,ANON-0000-0000-0761,Espresso,Morning,wt.,paź,2,10,8,21.06,2024-10-15 08:34:17.867+00_ANON-0000-0000-0761,1,21.06
2024-10-21,2024-10-21 11:27:41.654000 UTC,card,ANON-0000-0000-0274,Espresso,Morning,pon.,paź,1,10,11,21.06,2024-10-21 11:27:41.654+00_ANON-0000-0000-0274,1,21.06
2024-10-23,2024-10-23 17:02:46.329000 UTC,card,ANON-0000-0000-0805,Espresso,Night,śr.,paź,3,10,17,21.06,2024-10-23 17:02:46.329+00_ANON-0000-0000-0805,1,21.06
2024-10-25,2024-10-25 07:45:22.853000 UTC,card,ANON-0000-0000-0402,Espresso,Morning,pt.,paź,5,10,7,21.06,2024-10-25 07:45:22.853+00_ANON-0000-0000-0402,1,21.06
2024-10-29,2024-10-29 12:21:36.806000 UTC,card,ANON-0000-0000-0830,Espresso,Afternoon,wt.,paź,2,10,12,21.06,2024-10-29 12:21:36.806+00_ANON-0000-0000-0830,1,21.06
2024-11-06,2024-11-06 11:45:31.173000 UTC,card,ANON-0000-0000-0860,Espresso,Morning,śr.,lis,3,11,11,21.06,2024-11-06 11:45:31.173+00_ANON-0000-0000-0860,1,21.06
2024-11-14,2024-11-14 12:48:50.479000 UTC,card,ANON-0000-0000-0898,Espresso,Afternoon,czw.,lis,4,11,12,21.06,2024-11-14 12:48:50.479+00_ANON-0000-0000-0898,1,21.06
2024-11-19,2024-11-19 07:53:38.393000 UTC,card,ANON-0000-0000-0926,Espresso,Morning,wt.,lis,2,11,7,21.06,2024-11-19 07:53:38.393+00_ANON-0000-0000-0926,1,21.06
2024-12-02,2024-12-02 15:28:23.946000 UTC,card,ANON-0000-0000-0969,Espresso,Afternoon,pon.,gru,1,12,15,21.06,2024-12-02 15:28:23.946+00_ANON-0000-0000-0969,1,21.06
2024-12-08,2024-12-08 18:41:48.753000 UTC,card,ANON-0000-0000-0992,Espresso,Night,niedz.,gru,7,12,18,21.06,2024-12-08 18:41:48.753+00_ANON-0000-0000-0992,1,21.06
2024-12-11,2024-12-11 12:56:47.765000 UTC,card,ANON-0000-0000-0998,Espresso,Afternoon,śr.,gru,3,12,12,21.06,2024-12-11 12:56:47.765+00_ANON-0000-0000-0998,1,21.06
2024-12-19,2024-12-19 12:10:52.329000 UTC,card,ANON-0000-0000-1018,Espresso,Afternoon,czw.,gru,4,12,12,21.06,2024-12-19 12:10:52.329+00_ANON-0000-0000-1018,1,21.06
2024-12-26,2024-12-26 15:04:34.471000 UTC,card,ANON-0000-0000-1048,Espresso,Afternoon,czw.,gru,4,12,15,21.06,2024-12-26 15:04:34.471+00_ANON-0000-0000-1048,1,21.06
2024-12-29,2024-12-29 17:31:46.702000 UTC,card,ANON-0000-0000-1057,Espresso,Night,niedz.,gru,7,12,17,21.06,2024-12-29 17:31:46.702+00_ANON-0000-0000-1057,1,21.06
2025-01-09,2025-01-09 14:27:23.682000 UTC,card,ANON-0000-0000-0348,Espresso,Afternoon,czw.,sty,4,1,14,21.06,2025-01-09 14:27:23.682+00_ANON-0000-0000-0348,1,21.06
2025-01-13,2025-01-13 20:51:18.275000 UTC,card,ANON-0000-0000-0050,Espresso,Night,pon.,sty,1,1,20,21.06,2025-01-13 20:51:18.275+00_ANON-0000-0000-0050,1,21.06
2025-01-22,2025-01-22 11:24:45.856000 UTC,card,ANON-0000-0000-1118,Espresso,Morning,śr.,sty,3,1,11,21.06,2025-01-22 11:24:45.856+00_ANON-0000-0000-1118,1,21.06
2025-02-03,2025-02-03 08:04:03.627000 UTC,card,ANON-0000-0000-1152,Espresso,Morning,pon.,lut,1,2,8,21.06,2025-02-03 08:04:03.627+00_ANON-0000-0000-1152,1,21.06
2025-02-06,2025-02-06 19:55:06.501000 UTC,card,ANON-0000-0000-1184,Espresso,Night,czw.,lut,4,2,19,21.06,2025-02-06 19:55:06.501+00_ANON-0000-0000-1184,1,21.06
2025-02-11,2025-02-11 16:49:40.995000 UTC,card,ANON-0000-0000-1202,Espresso,Afternoon,wt.,lut,2,2,16,21.06,2025-02-11 16:49:40.995+00_ANON-0000-0000-1202,1,21.06
2025-02-13,2025-02-13 09:17:21.021000 UTC,card,ANON-0000-0000-1207,Espresso,Morning,czw.,lut,4,2,9,21.06,2025-02-13 09:17:21.021+00_ANON-0000-0000-1207,1,21.06
2025-02-14,2025-02-14 17:09:07.646000 UTC,card,ANON-0000-0000-1202,Espresso,Night,pt.,lut,5,2,17,21.06,2025-02-14 17:09:07.646+00_ANON-0000-0000-1202,1,21.06
2025-02-17,2025-02-17 11:55:02.203000 UTC,card,ANON-0000-0000-1202,Espresso,Morning,pon.,lut,1,2,11,21.06,2025-02-17 11:55:02.203+00_ANON-0000-0000-1202,1,21.06
2025-02-17,2025-02-17 16:19:06.398000 UTC,card,ANON-0000-0000-1218,Espresso,Afternoon,pon.,lut,1,2,16,21.06,2025-02-17 16:19:06.398+00_ANON-0000-0000-1218,1,21.06
2025-02-20,2025-02-20 15:19:45.555000 UTC,card,ANON-0000-0000-1230,Espresso,Afternoon,czw.,lut,4,2,15,21.06,2025-02-20 15:19:45.555+00_ANON-0000-0000-1230,1,21.06
2025-02-21,2025-02-21 09:51:12.605000 UTC,card,ANON-0000-0000-1237,Espresso,Morning,pt.,lut,5,2,9,21.06,2025-02-21 09:51:12.605+00_ANON-0000-0000-1237,1,21.06
2025-02-22,2025-02-22 12:59:41.853000 UTC,card,ANON-0000-0000-0095,Espresso,Afternoon,sob.,lut,6,2,12,21.06,2025-02-22 12:59:41.853+00_ANON-0000-0000-0095,1,21.06
2025-02-25,2025-02-25 10:02:44.852000 UTC,card,ANON-0000-0000-1237,Espresso,Morning,wt.,lut,2,2,10,21.06,2025-02-25 10:02:44.852+00_ANON-0000-0000-1237,1,21.06
2025-02-27,2025-02-27 10:52:29.153000 UTC,card,ANON-0000-0000-1237,Espresso,Morning,czw.,lut,4,2,10,21.06,2025-02-27 10:52:29.153+00_ANON-0000-0000-1237,1,21.06
2025-02-28,2025-02-28 08:09:57.784000 UTC,card,ANON-0000-0000-1255,Espresso,Morning,pt.,lut,5,2,8,21.06,2025-02-28 08:09:57.784+00_ANON-0000-0000-1255,1,21.06
2025-03-05,2025-03-05 17:16:23.550000 UTC,card,ANON-0000-0000-1263,Espresso,Night,śr.,mar,3,3,17,21.06,2025-03-05 17:16:23.550+00_ANON-0000-0000-1263,1,21.06
2025-03-06,2025-03-06 09:35:52.935000 UTC,card,ANON-0000-0000-1207,Espresso,Morning,czw.,mar,4,3,9,21.06,2025-03-06 09:35:52.935+00_ANON-0000-0000-1207,1,21.06
2025-03-09,2025-03-09 09:42:03.883000 UTC,card,ANON-0000-0000-1268,Espresso,Morning,niedz.,mar,7,3,9,21.06,2025-03-09 09:42:03.883+00_ANON-0000-0000-1268,1,21.06
2025-03-13,2025-03-13 09:22:04.621000 UTC,card,ANON-0000-0000-1207,Espresso,Morning,czw.,mar,4,3,9,21.06,2025-03-13 09:22:04.621+00_ANON-0000-0000-1207,1,21.06
2025-03-14,2025-03-14 09:26:07.904000 UTC,card,ANON-0000-0000-1207,Espresso,Morning,pt.,mar,5,3,9,21.06,2025-03-14 09:26:07.904+00_ANON-0000-0000-1207,1,21.06
2025-03-18,2025-03-18 16:23:20.622000 UTC,card,ANON-0000-0000-1203,Espresso,Afternoon,wt.,mar,2,3,16,21.06,2025-03-18 16:23:20.622+00_ANON-0000-0000-1203,1,21.06
2025-03-19,2025-03-19 18:30:44.007000 UTC,card,ANON-0000-0000-1302,Espresso,Night,śr.,mar,3,3,18,21.06,2025-03-19 18:30:44.007+00_ANON-0000-0000-1302,1,21.06
2025-03-19,2025-03-19 18:31:25.990000 UTC,card,ANON-0000-0000-1303,Espresso,Night,śr.,mar,3,3,18,21.06,2025-03-19 18:31:25.990+00_ANON-0000-0000-1303,1,21.06
2025-03-22,2025-03-22 15:57:58.183000 UTC,card,ANON-0000-0000-1302,Espresso,Afternoon,sob.,mar,6,3,15,21.06,2025-03-22 15:57:58.183+00_ANON-0000-0000-1302,1,21.06
2024-05-15,2024-05-15 17:28:58.620000 UTC,card,ANON-0000-0000-0170,Espresso,Night,śr.,maj,3,5,17,23.02,2024-05-15 17:28:58.620+00_ANON-0000-0000-0170,1,23.02
2024-05-21,2024-05-21 18:13:23.998000 UTC,card,ANON-0000-0000-0012,Espresso,Night,wt.,maj,2,5,18,23.02,2024-05-21 18:13:23.998+00_ANON-0000-0000-0012,1,23.02
2024-05-23,2024-05-23 12:22:06.605000 UTC,card,ANON-0000-0000-0202,Espresso,Afternoon,czw.,maj,4,5,12,23.02,2024-05-23 12:22:06.605+00_ANON-0000-0000-0202,1,23.02
2024-05-30,2024-05-30 15:16:15.665000 UTC,card,ANON-0000-0000-0243,Espresso,Afternoon,czw.,maj,4,5,15,23.02,2024-05-30 15:16:15.665+00_ANON-0000-0000-0243,1,23.02
2024-05-30,2024-05-30 15:17:38.656000 UTC,card,ANON-0000-0000-0012,Espresso,Afternoon,czw.,maj,4,5,15,23.02,2024-05-30 15:17:38.656+00_ANON-0000-0000-0012,1,23.02
2024-06-07,2024-06-07 10:35:28.104000 UTC,card,ANON-0000-0000-0269,Espresso,Morning,pt.,cze,5,6,10,23.02,2024-06-07 10:35:28.104+00_ANON-0000-0000-0269,1,23.02
2024-06-09,2024-06-09 11:07:08.108000 UTC,card,ANON-0000-0000-0274,Espresso,Morning,niedz.,cze,7,6,11,23.02,2024-06-09 11:07:08.108+00_ANON-0000-0000-0274,1,23.02
2024-06-13,2024-06-13 20:43:45.991000 UTC,card,ANON-0000-0000-0012,Espresso,Night,czw.,cze,4,6,20,23.02,2024-06-13 20:43:45.991+00_ANON-0000-0000-0012,1,23.02
2024-06-13,2024-06-13 20:45:00.615000 UTC,card,ANON-0000-0000-0295,Espresso,Night,czw.,cze,4,6,20,23.02,2024-06-13 20:45:00.615+00_ANON-0000-0000-0295,1,23.02
2024-06-16,2024-06-16 14:00:38.992000 UTC,card,ANON-0000-0000-0274,Espresso,Afternoon,niedz.,cze,7,6,14,23.02,2024-06-16 14:00:38.992+00_ANON-0000-0000-0274,1,23.02
2024-06-21,2024-06-21 18:12:16.064000 UTC,card,ANON-0000-0000-0316,Espresso,Night,pt.,cze,5,6,18,23.02,2024-06-21 18:12:16.064+00_ANON-0000-0000-0316,1,23.02
2024-06-26,2024-06-26 16:32:29.453000 UTC,card,ANON-0000-0000-0324,Espresso,Afternoon,śr.,cze,3,6,16,23.02,2024-06-26 16:32:29.453+00_ANON-0000-0000-0324,1,23.02
2024-06-28,2024-06-28 17:51:53.993000 UTC,card,ANON-0000-0000-0274,Espresso,Night,pt.,cze,5,6,17,23.02,2024-06-28 17:51:53.993+00_ANON-0000-0000-0274,1,23.02
2024-06-30,2024-06-30 13:05:50.620000 UTC,card,ANON-0000-0000-0337,Espresso,Afternoon,niedz.,cze,7,6,13,23.02,2024-06-30 13:05:50.620+00_ANON-0000-0000-0337,1,23.02
2024-07-01,2024-07-01 18:07:26.760000 UTC,card,ANON-0000-0000-0012,Espresso,Night,pon.,lip,1,7,18,23.02,2024-07-01 18:07:26.760+00_ANON-0000-0000-0012,1,23.02
2024-07-03,2024-07-03 16:59:25.580000 UTC,card,ANON-0000-0000-0345,Espresso,Afternoon,śr.,lip,3,7,16,23.02,2024-07-03 16:59:25.580+00_ANON-0000-0000-0345,1,23.02
2024-07-05,2024-07-05 18:55:56.308000 UTC,card,ANON-0000-0000-0348,Espresso,Night,pt.,lip,5,7,18,23.02,2024-07-05 18:55:56.308+00_ANON-0000-0000-0348,1,23.02
2024-07-05,2024-07-05 22:11:56.471000 UTC,card,ANON-0000-0000-0349,Espresso,Night,pt.,lip,5,7,22,23.02,2024-07-05 22:11:56.471+00_ANON-0000-0000-0349,1,23.02
2024-07-08,2024-07-08 12:02:50.421000 UTC,card,ANON-0000-0000-0361,Americano,Afternoon,pon.,lip,1,7,12,23.02,2024-07-08 12:02:50.421+00_ANON-0000-0000-0361,1,23.02
2024-07-08,2024-07-08 14:40:24.350000 UTC,card,ANON-0000-0000-0362,Americano,Afternoon,pon.,lip,1,7,14,23.02,2024-07-08 14:40:24.350+00_ANON-0000-0000-0362,1,23.02
2024-07-10,2024-07-10 11:10:41.690000 UTC,card,ANON-0000-0000-0365,Americano,Morning,śr.,lip,3,7,11,23.02,2024-07-10 11:10:41.690+00_ANON-0000-0000-0365,1,23.02
2024-07-11,2024-07-11 22:30:58.541000 UTC,card,ANON-0000-0000-0370,Americano,Night,czw.,lip,4,7,22,23.02,2024-07-11 22:30:58.541+00_ANON-0000-0000-0370,1,23.02
2024-07-12,2024-07-12 08:03:17.492000 UTC,card,ANON-0000-0000-0371,Cortado,Morning,pt.,lip,5,7,8,23.02,2024-07-12 08:03:17.492+00_ANON-0000-0000-0371,1,23.02
2024-07-14,2024-07-14 11:02:11.798000 UTC,card,ANON-0000-0000-0375,Americano,Morning,niedz.,lip,7,7,11,23.02,2024-07-14 11:02:11.798+00_ANON-0000-0000-0375,1,23.02
2024-07-19,2024-07-19 11:03:02.341000 UTC,card,ANON-0000-0000-0375,Americano,Morning,pt.,lip,5,7,11,23.02,2024-07-19 11:03:02.341+00_ANON-0000-0000-0375,1,23.02
2024-07-20,2024-07-20 10:39:21.044000 UTC,card,ANON-0000-0000-0390,Americano,Morning,sob.,lip,6,7,10,23.02,2024-07-20 10:39:21.044+00_ANON-0000-0000-0390,1,23.02
2024-07-21,2024-07-21 13:34:30.849000 UTC,card,ANON-0000-0000-0393,Cortado,Afternoon,niedz.,lip,7,7,13,23.02,2024-07-21 13:34:30.849+00_ANON-0000-0000-0393,1,23.02
2024-07-22,2024-07-22 08:13:23.147000 UTC,card,ANON-0000-0000-0375,Americano,Morning,pon.,lip,1,7,8,23.02,2024-07-22 08:13:23.147+00_ANON-0000-0000-0375,1,23.02
2024-07-22,2024-07-22 08:40:49.554000 UTC,card,ANON-0000-0000-0395,Americano,Morning,pon.,lip,1,7,8,23.02,2024-07-22 08:40:49.554+00_ANON-0000-0000-0395,1,23.02
2024-07-23,2024-07-23 08:40:18.981000 UTC,card,ANON-0000-0000-0395,Americano,Morning,wt.,lip,2,7,8,23.02,2024-07-23 08:40:18.981+00_ANON-0000-0000-0395,1,23.02
2024-07-23,2024-07-23 09:01:45.707000 UTC,card,ANON-0000-0000-0375,Americano,Morning,wt.,lip,2,7,9,23.02,2024-07-23 09:01:45.707+00_ANON-0000-0000-0375,1,23.02
2024-07-24,2024-07-24 21:25:17.493000 UTC,card,ANON-0000-0000-0012,Americano,Night,śr.,lip,3,7,21,23.02,2024-07-24 21:25:17.493+00_ANON-0000-0000-0012,1,23.02
2024-07-25,2024-07-25 07:54:47.935000 UTC,card,ANON-0000-0000-0012,Americano,Morning,czw.,lip,4,7,7,23.02,2024-07-25 07:54:47.935+00_ANON-0000-0000-0012,1,23.02
2024-07-25,2024-07-25 11:26:04.701000 UTC,card,ANON-0000-0000-0375,Americano,Morning,czw.,lip,4,7,11,23.02,2024-07-25 11:26:04.701+00_ANON-0000-0000-0375,1,23.02
2024-07-25,2024-07-25 22:38:51.330000 UTC,card,ANON-0000-0000-0328,Cortado,Night,czw.,lip,4,7,22,23.02,2024-07-25 22:38:51.330+00_ANON-0000-0000-0328,1,23.02
2024-07-26,2024-07-26 17:23:29.347000 UTC,card,ANON-0000-0000-0410,Americano,Night,pt.,lip,5,7,17,23.02,2024-07-26 17:23:29.347+00_ANON-0000-0000-0410,1,23.02
2024-07-29,2024-07-29 09:04:47.972000 UTC,card,ANON-0000-0000-0012,Americano,Morning,pon.,lip,1,7,9,23.02,2024-07-29 09:04:47.972+00_ANON-0000-0000-0012,1,23.02
2024-07-29,2024-07-29 09:19:44.082000 UTC,card,ANON-0000-0000-0003,Americano,Morning,pon.,lip,1,7,9,23.02,2024-07-29 09:19:44.082+00_ANON-0000-0000-0003,1,23.02
2024-07-29,2024-07-29 19:30:16.319000 UTC,card,ANON-0000-0000-0099,Americano,Night,pon.,lip,1,7,19,23.02,2024-07-29 19:30:16.319+00_ANON-0000-0000-0099,1,23.02
2024-07-30,2024-07-30 08:05:07.216000 UTC,card,ANON-0000-0000-0424,Cortado,Morning,wt.,lip,2,7,8,23.02,2024-07-30 08:05:07.216+00_ANON-0000-0000-0424,1,23.02
2024-07-30,2024-07-30 10:17:11.147000 UTC,card,ANON-0000-0000-0141,Cortado,Morning,wt.,lip,2,7,10,23.02,2024-07-30 10:17:11.147+00_ANON-0000-0000-0141,1,23.02
2024-07-31,2024-07-31 17:48:06.787000 UTC,card,ANON-0000-0000-0439,Cortado,Night,śr.,lip,3,7,17,23.02,2024-07-31 17:48:06.787+00_ANON-0000-0000-0439,1,23.02
2024-07-31,2024-07-31 19:22:38.883000 UTC,card,ANON-0000-0000-0441,Cortado,Night,śr.,lip,3,7,19,23.02,2024-07-31 19:22:38.883+00_ANON-0000-0000-0441,1,23.02
2024-08-01,2024-08-01 17:23:35.238000 UTC,card,ANON-0000-0000-0451,Americano,Night,czw.,sie,4,8,17,23.02,2024-08-01 17:23:35.238+00_ANON-0000-0000-0451,1,23.02
2024-08-02,2024-08-02 11:09:19.465000 UTC,card,ANON-0000-0000-0141,Cortado,Morning,pt.,sie,5,8,11,23.02,2024-08-02 11:09:19.465+00_ANON-0000-0000-0141,1,23.02
2024-08-05,2024-08-05 08:50:05.753000 UTC,card,ANON-0000-0000-0459,Cortado,Morning,pon.,sie,1,8,8,23.02,2024-08-05 08:50:05.753+00_ANON-0000-0000-0459,1,23.02
2024-08-05,2024-08-05 11:20:47.444000 UTC,card,ANON-0000-0000-0375,Cortado,Morning,pon.,sie,1,8,11,23.02,2024-08-05 11:20:47.444+00_ANON-0000-0000-0375,1,23.02
2024-08-06,2024-08-06 10:21:03.320000 UTC,card,ANON-0000-0000-0375,Cortado,Morning,wt.,sie,2,8,10,23.02,2024-08-06 10:21:03.320+00_ANON-0000-0000-0375,1,23.02
2024-08-07,2024-08-07 16:19:01.657000 UTC,card,ANON-0000-0000-0470,Americano,Afternoon,śr.,sie,3,8,16,23.02,2024-08-07 16:19:01.657+00_ANON-0000-0000-0470,1,23.02
2024-08-09,2024-08-09 09:53:34.553000 UTC,card,ANON-0000-0000-0476,Americano,Morning,pt.,sie,5,8,9,23.02,2024-08-09 09:53:34.553+00_ANON-0000-0000-0476,1,23.02
2024-08-09,2024-08-09 10:13:07.537000 UTC,card,ANON-0000-0000-0141,Cortado,Morning,pt.,sie,5,8,10,23.02,2024-08-09 10:13:07.537+00_ANON-0000-0000-0141,1,23.02
2024-08-09,2024-08-09 11:29:48.682000 UTC,card,ANON-0000-0000-0477,Americano,Morning,pt.,sie,5,8,11,23.02,2024-08-09 11:29:48.682+00_ANON-0000-0000-0477,1,23.02
2024-08-09,2024-08-09 18:56:27.712000 UTC,card,ANON-0000-0000-0478,Americano,Night,pt.,sie,5,8,18,23.02,2024-08-09 18:56:27.712+00_ANON-0000-0000-0478,1,23.02
2024-08-10,2024-08-10 08:45:09.019000 UTC,card,ANON-0000-0000-0141,Cortado,Morning,sob.,sie,6,8,8,23.02,2024-08-10 08:45:09.019+00_ANON-0000-0000-0141,1,23.02
2024-08-11,2024-08-11 12:20:19.570000 UTC,card,ANON-0000-0000-0141,Cortado,Afternoon,niedz.,sie,7,8,12,23.02,2024-08-11 12:20:19.570+00_ANON-0000-0000-0141,1,23.02
2024-08-11,2024-08-11 21:30:32.549000 UTC,card,ANON-0000-0000-0486,Cortado,Night,niedz.,sie,7,8,21,23.02,2024-08-11 21:30:32.549+00_ANON-0000-0000-0486,1,23.02
2024-08-13,2024-08-13 10:42:08.773000 UTC,card,ANON-0000-0000-0141,Cortado,Morning,wt.,sie,2,8,10,23.02,2024-08-13 10:42:08.773+00_ANON-0000-0000-0141,1,23.02
2024-08-13,2024-08-13 21:00:44.688000 UTC,card,ANON-0000-0000-0501,Cortado,Night,wt.,sie,2,8,21,23.02,2024-08-13 21:00:44.688+00_ANON-0000-0000-0501,1,23.02
2024-08-14,2024-08-14 10:09:29.125000 UTC,card,ANON-0000-0000-0141,Cortado,Morning,śr.,sie,3,8,10,23.02,2024-08-14 10:09:29.125+00_ANON-0000-0000-0141,1,23.02
2024-08-14,2024-08-14 12:49:16.951000 UTC,card,ANON-0000-0000-0502,Americano,Afternoon,śr.,sie,3,8,12,23.02,2024-08-14 12:49:16.951+00_ANON-0000-0000-0502,1,23.02
2024-08-14,2024-08-14 12:51:04.870000 UTC,card,ANON-0000-0000-0450,Americano,Afternoon,śr.,sie,3,8,12,23.02,2024-08-14 12:51:04.870+00_ANON-0000-0000-0450,1,23.02
2024-08-14,2024-08-14 17:24:22.788000 UTC,card,ANON-0000-0000-0504,Americano,Night,śr.,sie,3,8,17,23.02,2024-08-14 17:24:22.788+00_ANON-0000-0000-0504,1,23.02
2024-08-14,2024-08-14 18:10:03.723000 UTC,card,ANON-0000-0000-0505,Cortado,Night,śr.,sie,3,8,18,23.02,2024-08-14 18:10:03.723+00_ANON-0000-0000-0505,1,23.02
2024-08-15,2024-08-15 09:36:11.153000 UTC,card,ANON-0000-0000-0141,Cortado,Morning,czw.,sie,4,8,9,23.02,2024-08-15 09:36:11.153+00_ANON-0000-0000-0141,1,23.02
2024-08-16,2024-08-16 12:54:17.452000 UTC,card,ANON-0000-0000-0515,Americano,Afternoon,pt.,sie,5,8,12,23.02,2024-08-16 12:54:17.452+00_ANON-0000-0000-0515,1,23.02
2024-08-17,2024-08-17 16:31:54.837000 UTC,card,ANON-0000-0000-0277,Cortado,Afternoon,sob.,sie,6,8,16,23.02,2024-08-17 16:31:54.837+00_ANON-0000-0000-0277,1,23.02
2024-08-18,2024-08-18 08:41:06.249000 UTC,card,ANON-0000-0000-0141,Cortado,Morning,niedz.,sie,7,8,8,23.02,2024-08-18 08:41:06.249+00_ANON-0000-0000-0141,1,23.02
2024-08-20,2024-08-20 08:27:16.408000 UTC,card,ANON-0000-0000-0141,Cortado,Morning,wt.,sie,2,8,8,23.02,2024-08-20 08:27:16.408+00_ANON-0000-0000-0141,1,23.02
2024-08-20,2024-08-20 11:09:55.575000 UTC,card,ANON-0000-0000-0527,Americano,Morning,wt.,sie,2,8,11,23.02,2024-08-20 11:09:55.575+00_ANON-0000-0000-0527,1,23.02
2024-08-20,2024-08-20 11:11:39.083000 UTC,card,ANON-0000-0000-0528,Americano,Morning,wt.,sie,2,8,11,23.02,2024-08-20 11:11:39.083+00_ANON-0000-0000-0528,1,23.02
2024-08-20,2024-08-20 11:12:31.181000 UTC,card,ANON-0000-0000-0529,Americano,Morning,wt.,sie,2,8,11,23.02,2024-08-20 11:12:31.181+00_ANON-0000-0000-0529,1,23.02
2024-08-21,2024-08-21 08:40:27.393000 UTC,card,ANON-0000-0000-0141,Cortado,Morning,śr.,sie,3,8,8,23.02,2024-08-21 08:40:27.393+00_ANON-0000-0000-0141,1,23.02
2024-08-21,2024-08-21 10:13:32.404000 UTC,card,ANON-0000-0000-0375,Americano,Morning,śr.,sie,3,8,10,23.02,2024-08-21 10:13:32.404+00_ANON-0000-0000-0375,1,23.02
